Airline,Source,Source Name,Destination,Destination Name,Departure Date & Time,Arrival Date & Time,Duration (hrs),Stopovers,Aircraft Type,Class,Booking Source,Base Fare (BDT),Tax & Surcharge (BDT),Total Fare (BDT),Seasonality,Days Before Departure
Cathay Pacific,DAC,"Hazrat Shahjalal International Airport, Dhaka",ZYL,"Osmani International Airport, Sylhet",2025-12-10,2025-12-10,0.613207596,Direct,Airbus A320,Business,Direct Booking,6012.502307,200,6212.502307,Winter Holidays,89
US-Bangla Airlines,CGP,"Shah Amanat International Airport, Chittagong",SPD,Saidpur Airport,2025-01-25,2025-01-25,1.606609592,Direct,Airbus A320,Business,Direct Booking,8970.986399,200,9170.986399,Regular,10
FlyDubai,ZYL,"Osmani International Airport, Sylhet",DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-03-14,2025-03-14,0.601662738,Direct,Airbus A320,First Class,Travel Agency,14238.35426,200,17326.02511,Regular,1
NovoAir,CGP,"Shah Amanat International Airport, Chittagong",SIN,Singapore Changi Airport,2025-12-09,2025-12-09,3.260535129,1 Stop,Boeing 737,First Class,Direct Booking,35450.32736,11317.5491,56121.45175,Winter Holidays,4
Turkish Airlines,JSR,Jessore Airport,CGP,"Shah Amanat International Airport, Chittagong",2025-03-01,2025-03-01,0.952905897,Direct,Airbus A320,First Class,Online Website,13914.01791,200,14114.01791,Regular,21
Lufthansa,BZL,Barisal Airport,CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-11-13,2025-11-13,0.583643394,Direct,Airbus A320,First Class,Direct Booking,142650.7281,23397.60922,166048.3373,Regular,69
AirAsia,SPD,Saidpur Airport,DAC,"Hazrat Shahjalal International Airport, Dhaka",2026-01-23,2026-01-23,0.913328982,Direct,Airbus A320,First Class,Direct Booking,14170.63598,200,14370.63598,Winter Holidays,53
AirAsia,BZL,Barisal Airport,CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-08-20,2025-08-20,0.584581198,Direct,Airbus A320,First Class,Travel Agency,262298.1598,41344.72398,364371.4606,Regular,2
NovoAir,ZYL,"Osmani International Airport, Sylhet",DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-04-06,2025-04-06,0.702861091,Direct,Airbus A320,Business,Online Website,6658.499452,200,6858.499452,Regular,20
Thai Airways,CGP,"Shah Amanat International Airport, Chittagong",CXB,Cox's Bazar Airport,2026-01-05,2026-01-05,0.5,Direct,Airbus A320,First Class,Travel Agency,12634.28224,200,12834.28224,Winter Holidays,36
NovoAir,RJH,"Shah Makhdum Airport, Rajshahi",BKK,"Suvarnabhumi Airport, Bangkok",2025-08-04,2025-08-04,2.749893766,1 Stop,Boeing 737,First Class,Travel Agency,204089.1366,36613.37048,240702.507,Regular,43
AirAsia,BZL,Barisal Airport,YYZ,Toronto Pearson International Airport,2025-10-05,2025-10-05,13.02771589,1 Stop,Boeing 777,Economy,Direct Booking,31605.42612,10740.81392,42346.24003,Regular,40
IndiGo,SPD,Saidpur Airport,LHR,London Heathrow Airport,2025-11-01,2025-11-01,8.294092829,1 Stop,Boeing 777,Economy,Direct Booking,7494.857714,7124.228657,14619.08637,Regular,41
US-Bangla Airlines,BZL,Barisal Airport,BKK,"Suvarnabhumi Airport, Bangkok",2026-01-20,2026-01-20,2.569429081,1 Stop,Boeing 737,First Class,Direct Booking,106374.2124,21956.13186,128330.3443,Winter Holidays,84
Gulf Air,ZYL,"Osmani International Airport, Sylhet",JFK,"John F. Kennedy International Airport, New York",2025-10-27,2025-10-27,14.19889994,1 Stop,Airbus A350,Economy,Travel Agency,40055.97636,12008.39645,62477.24738,Regular,1
Gulf Air,CGP,"Shah Amanat International Airport, Chittagong",DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-05-28,2025-05-28,0.724563042,Direct,Airbus A320,First Class,Travel Agency,13015.22988,200,13215.22988,Regular,52
Turkish Airlines,JSR,Jessore Airport,SPD,Saidpur Airport,2025-09-20,2025-09-21,0.9872929,Direct,Airbus A320,Business,Direct Booking,6349.4553,200,6549.4553,Regular,38
Kuwait Airways,CGP,"Shah Amanat International Airport, Chittagong",BKK,"Suvarnabhumi Airport, Bangkok",2026-01-23,2026-01-23,2.407754087,1 Stop,Boeing 787,Business,Online Website,31807.25812,10771.08872,42578.34684,Winter Holidays,59
Air Arabia,DAC,"Hazrat Shahjalal International Airport, Dhaka",KUL,Kuala Lumpur International Airport,2025-04-04,2025-04-04,3.124762155,Direct,Boeing 737,First Class,Direct Booking,199978.6995,35996.80492,235975.5044,Regular,49
IndiGo,DAC,"Hazrat Shahjalal International Airport, Dhaka",KUL,Kuala Lumpur International Airport,2025-09-13,2025-09-13,2.865381191,Direct,Boeing 787,Business,Direct Booking,45976.83949,12896.52592,58873.36541,Regular,81
Biman Bangladesh Airlines,SPD,Saidpur Airport,CGP,"Shah Amanat International Airport, Chittagong",2025-08-15,2025-08-16,1.750162554,Direct,Airbus A320,Business,Online Website,8747.597545,200,8947.597545,Regular,5
Etihad Airways,JSR,Jessore Airport,SIN,Singapore Changi Airport,2025-06-14,2025-06-14,3.415272624,Direct,Boeing 737,First Class,Direct Booking,169224.1774,31383.62662,200607.8041,Regular,88
Gulf Air,RJH,"Shah Makhdum Airport, Rajshahi",CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-08-04,2025-08-04,0.666828712,Direct,Airbus A320,Business,Travel Agency,45853.66708,8878.050063,54731.71715,Regular,58
Thai Airways,ZYL,"Osmani International Airport, Sylhet",SPD,Saidpur Airport,2025-07-23,2025-07-23,1.064422438,Direct,Airbus A320,Economy,Online Website,2639.195932,200,2839.195932,Regular,36
British Airways,DAC,"Hazrat Shahjalal International Airport, Dhaka",DEL,"Indira Gandhi International Airport, Delhi",2025-06-14,2025-06-14,2.325710064,Direct,Boeing 787,Business,Direct Booking,92159.85342,15823.97801,107983.8314,Regular,80
AirAsia,CGP,"Shah Amanat International Airport, Chittagong",YYZ,Toronto Pearson International Airport,2025-05-18,2025-05-19,12.75805341,1 Stop,Airbus A350,Economy,Direct Booking,24932.33193,9739.849789,34672.18172,Regular,77
Thai Airways,DAC,"Hazrat Shahjalal International Airport, Dhaka",DOH,"Hamad International Airport, Doha",2025-11-05,2025-11-05,4.016752962,Direct,Boeing 787,First Class,Travel Agency,197919.8088,33687.97133,231607.7802,Regular,47
Cathay Pacific,RJH,"Shah Makhdum Airport, Rajshahi",SIN,Singapore Changi Airport,2025-12-15,2025-12-15,3.403810724,1 Stop,Boeing 737,Business,Travel Agency,44328.3818,12649.25727,56977.63908,Winter Holidays,20
FlyDubai,BZL,Barisal Airport,YYZ,Toronto Pearson International Airport,2025-12-13,2025-12-14,14.53244959,1 Stop,Airbus A350,Economy,Direct Booking,59352.69509,14902.90426,74255.59935,Winter Holidays,89
Lufthansa,SPD,Saidpur Airport,YYZ,Toronto Pearson International Airport,2026-02-12,2026-02-12,12.74461406,2 Stops,Boeing 777,Economy,Direct Booking,51632.25866,13744.8388,65377.09746,Winter Holidays,89
Air Astra,DAC,"Hazrat Shahjalal International Airport, Dhaka",LHR,London Heathrow Airport,2025-03-25,2025-03-25,8.329371879,1 Stop,Boeing 777,Economy,Travel Agency,58204.26275,14730.63941,72934.90217,Regular,41
Singapore Airlines,SPD,Saidpur Airport,YYZ,Toronto Pearson International Airport,2025-06-09,2025-06-10,13.8508325,1 Stop,Boeing 777,Economy,Direct Booking,37081.2903,11562.19354,48643.48384,Regular,22
Kuwait Airways,RJH,"Shah Makhdum Airport, Rajshahi",CXB,Cox's Bazar Airport,2025-10-22,2025-10-22,1.441602045,Direct,Airbus A320,Business,Online Website,8164.52664,200,8364.52664,Regular,22
Air Astra,SPD,Saidpur Airport,DEL,"Indira Gandhi International Airport, Delhi",2025-05-08,2025-05-09,1.891939969,Direct,Boeing 787,Business,Travel Agency,50214.76798,9532.215197,59746.98318,Regular,23
Air India,RJH,"Shah Makhdum Airport, Rajshahi",SIN,Singapore Changi Airport,2026-02-22,2026-02-22,3.217036863,Direct,Boeing 787,Economy,Online Website,30831.45025,10624.71754,41456.16778,Winter Holidays,60
Gulf Air,CGP,"Shah Amanat International Airport, Chittagong",RJH,"Shah Makhdum Airport, Rajshahi",2025-11-18,2025-11-18,1.271374052,Direct,Airbus A320,Economy,Travel Agency,2846.178967,200,3046.178967,Regular,29
AirAsia,DAC,"Hazrat Shahjalal International Airport, Dhaka",BZL,Barisal Airport,2025-05-29,2025-05-29,0.5,Direct,Airbus A320,First Class,Travel Agency,9465.620818,200,9665.620818,Regular,37
Etihad Airways,RJH,"Shah Makhdum Airport, Rajshahi",KUL,Kuala Lumpur International Airport,2025-06-25,2025-06-25,3.041367948,Direct,Boeing 737,First Class,Travel Agency,227721.6186,40158.24279,267879.8614,Regular,39
Gulf Air,JSR,Jessore Airport,CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-05-14,2025-05-14,0.5,Direct,Airbus A320,First Class,Online Website,164870.2087,26730.53131,191600.74,Regular,53
Air Arabia,RJH,"Shah Makhdum Airport, Rajshahi",KUL,Kuala Lumpur International Airport,2025-09-10,2025-09-10,3.33452695,1 Stop,Boeing 737,Business,Direct Booking,39925.15432,11988.77315,51913.92746,Regular,58
Thai Airways,ZYL,"Osmani International Airport, Sylhet",CGP,"Shah Amanat International Airport, Chittagong",2025-03-19,2025-03-19,1.030366374,Direct,Airbus A320,First Class,Online Website,13680.89245,200,13880.89245,Regular,8
Qatar Airways,ZYL,"Osmani International Airport, Sylhet",CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-11-13,2025-11-13,1.446467719,Direct,Airbus A320,Economy,Travel Agency,51396.52021,9709.478032,61105.99824,Regular,41
US-Bangla Airlines,RJH,"Shah Makhdum Airport, Rajshahi",JED,"King Abdulaziz International Airport, Jeddah",2025-05-03,2025-05-03,6.013709236,1 Stop,Airbus A350,Business,Direct Booking,55157.05934,12273.5589,67430.61824,Regular,78
IndiGo,DAC,"Hazrat Shahjalal International Airport, Dhaka",DEL,"Indira Gandhi International Airport, Delhi",2026-01-27,2026-01-27,2.27280186,1 Stop,Boeing 787,Economy,Online Website,59924.60119,10988.69018,70913.29137,Winter Holidays,62
Vistara,CXB,Cox's Bazar Airport,YYZ,Toronto Pearson International Airport,2025-04-21,2025-04-22,14.01833667,1 Stop,Airbus A350,First Class,Travel Agency,275868.7099,47380.30649,323249.0164,Regular,10
Cathay Pacific,ZYL,"Osmani International Airport, Sylhet",DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-10-02,2025-10-02,0.674442803,Direct,Airbus A320,Economy,Travel Agency,4137.002008,200,4337.002008,Regular,48
Lufthansa,SPD,Saidpur Airport,JFK,"John F. Kennedy International Airport, New York",2026-03-01,2026-03-01,12.94191539,1 Stop,Boeing 777,Economy,Travel Agency,33809.42874,11071.41431,44880.84305,Regular,64
Biman Bangladesh Airlines,RJH,"Shah Makhdum Airport, Rajshahi",DEL,"Indira Gandhi International Airport, Delhi",2025-08-11,2025-08-11,2.099883056,Direct,Boeing 787,Economy,Online Website,18662.94163,4799.441245,23462.38288,Regular,83
Malaysian Airlines,ZYL,"Osmani International Airport, Sylhet",JFK,"John F. Kennedy International Airport, New York",2025-04-14,2025-04-15,13.65008306,1 Stop,Airbus A350,Economy,Travel Agency,59622.66403,14943.3996,74566.06363,Regular,49
Air Arabia,CGP,"Shah Amanat International Airport, Chittagong",CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-08-24,2025-08-24,1.126422415,Direct,Airbus A320,First Class,Travel Agency,138594.1387,22789.1208,161383.2595,Regular,23
Air India,SPD,Saidpur Airport,CGP,"Shah Amanat International Airport, Chittagong",2025-12-13,2025-12-13,1.627657081,Direct,Airbus A320,First Class,Travel Agency,12907.76558,200,13107.76558,Winter Holidays,30
Cathay Pacific,JSR,Jessore Airport,RJH,"Shah Makhdum Airport, Rajshahi",2025-09-09,2025-09-09,0.506450711,Direct,Airbus A320,Business,Online Website,7807.467772,200,8007.467772,Regular,68
Thai Airways,CXB,Cox's Bazar Airport,ZYL,"Osmani International Airport, Sylhet",2025-09-07,2025-09-07,1.365295724,Direct,Airbus A320,Business,Travel Agency,6529.786712,200,6729.786712,Regular,48
Air Astra,CGP,"Shah Amanat International Airport, Chittagong",LHR,London Heathrow Airport,2025-08-18,2025-08-18,9.708628401,1 Stop,Boeing 777,First Class,Travel Agency,90534.18177,19580.12727,110114.309,Regular,49
Cathay Pacific,DAC,"Hazrat Shahjalal International Airport, Dhaka",YYZ,Toronto Pearson International Airport,2025-03-18,2025-03-19,14.57254412,1 Stop,Boeing 777,Economy,Direct Booking,49107.91261,13366.18689,62474.0995,Regular,16
Thai Airways,CXB,Cox's Bazar Airport,ZYL,"Osmani International Airport, Sylhet",2025-11-22,2025-11-22,1.319303673,Direct,Airbus A320,First Class,Travel Agency,11339.20912,200,11539.20912,Regular,86
Gulf Air,ZYL,"Osmani International Airport, Sylhet",RJH,"Shah Makhdum Airport, Rajshahi",2025-03-22,2025-03-22,1.212306682,Direct,Airbus A320,First Class,Travel Agency,14198.16081,200,14398.16081,Regular,5
US-Bangla Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",JED,"King Abdulaziz International Airport, Jeddah",2025-10-01,2025-10-01,5.820984849,2 Stops,Airbus A350,First Class,Direct Booking,162113.4866,28317.02299,190430.5096,Regular,11
Gulf Air,RJH,"Shah Makhdum Airport, Rajshahi",SPD,Saidpur Airport,2025-11-30,2025-11-30,0.534023319,Direct,Airbus A320,Business,Travel Agency,6537.212882,200,6737.212882,Regular,90
Lufthansa,ZYL,"Osmani International Airport, Sylhet",CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-06-04,2025-06-04,1.478812776,Direct,Airbus A320,First Class,Direct Booking,262047.4673,41307.1201,303354.5874,Hajj,52
Air India,BZL,Barisal Airport,RJH,"Shah Makhdum Airport, Rajshahi",2025-04-25,2025-04-25,0.860010249,Direct,Airbus A320,Economy,Travel Agency,3151.89998,200,3351.89998,Regular,86
Vistara,BZL,Barisal Airport,JFK,"John F. Kennedy International Airport, New York",2025-09-25,2025-09-26,14.1183416,1 Stop,Boeing 777,Economy,Online Website,60098.36899,15014.75535,75113.12433,Regular,25
Etihad Airways,BZL,Barisal Airport,ZYL,"Osmani International Airport, Sylhet",2025-11-07,2025-11-07,1.048044982,Direct,Airbus A320,First Class,Travel Agency,13451.02961,200,13651.02961,Regular,27
Singapore Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",CGP,"Shah Amanat International Airport, Chittagong",2025-06-22,2025-06-22,0.775784089,Direct,Airbus A320,Economy,Online Website,2439.627408,200,2639.627408,Regular,19
NovoAir,BZL,Barisal Airport,CGP,"Shah Amanat International Airport, Chittagong",2025-05-07,2025-05-07,0.600924178,Direct,Airbus A320,Business,Online Website,7073.971459,200,7273.971459,Regular,32
Air India,CGP,"Shah Amanat International Airport, Chittagong",SPD,Saidpur Airport,2025-04-17,2025-04-17,1.585625234,Direct,Airbus A320,First Class,Direct Booking,12212.18959,200,12412.18959,Regular,29
Qatar Airways,JSR,Jessore Airport,SPD,Saidpur Airport,2025-03-22,2025-03-22,0.991049255,Direct,Airbus A320,First Class,Online Website,13059.93323,200,13259.93323,Regular,50
Vistara,ZYL,"Osmani International Airport, Sylhet",BZL,Barisal Airport,2026-01-07,2026-01-07,0.906317598,Direct,Airbus A320,First Class,Direct Booking,14251.44908,200,14451.44908,Winter Holidays,25
IndiGo,CXB,Cox's Bazar Airport,BZL,Barisal Airport,2025-05-13,2025-05-13,0.813900391,Direct,Airbus A320,First Class,Direct Booking,11989.83048,200,12189.83048,Regular,89
Turkish Airlines,CGP,"Shah Amanat International Airport, Chittagong",LHR,London Heathrow Airport,2025-05-31,2025-05-31,8.642913919,1 Stop,Airbus A350,Economy,Direct Booking,23946.94914,9592.042372,33538.99152,Regular,88
Vistara,ZYL,"Osmani International Airport, Sylhet",JFK,"John F. Kennedy International Airport, New York",2025-09-15,2025-09-16,14.89888897,1 Stop,Airbus A350,Business,Travel Agency,54442.28935,14166.3434,68608.63275,Regular,33
Malaysian Airlines,JSR,Jessore Airport,KUL,Kuala Lumpur International Airport,2025-12-12,2025-12-12,2.728699594,Direct,Boeing 737,First Class,Travel Agency,219984.405,38997.66075,258982.0657,Winter Holidays,80
Singapore Airlines,BZL,Barisal Airport,IST,Istanbul Airport,2026-01-25,2026-01-25,6.178289181,1 Stop,Airbus A350,First Class,Online Website,305452.3584,49817.85375,355270.2121,Winter Holidays,28
Thai Airways,ZYL,"Osmani International Airport, Sylhet",SIN,Singapore Changi Airport,2025-04-05,2025-04-05,2.982737896,Direct,Boeing 737,Business,Direct Booking,64694.87275,15704.23091,80399.10366,Regular,12
Lufthansa,CGP,"Shah Amanat International Airport, Chittagong",SPD,Saidpur Airport,2025-05-16,2025-05-16,1.476057115,Direct,Airbus A320,Economy,Online Website,2574.26019,200,2774.26019,Regular,37
Turkish Airlines,CGP,"Shah Amanat International Airport, Chittagong",YYZ,Toronto Pearson International Airport,2025-12-01,2025-12-02,15.39459038,2 Stops,Airbus A350,Business,Online Website,70849.71132,16627.4567,87477.16802,Winter Holidays,9
US-Bangla Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",KUL,Kuala Lumpur International Airport,2025-08-07,2025-08-07,2.883683429,1 Stop,Boeing 787,Business,Online Website,55047.00268,14257.0504,69304.05308,Regular,35
Lufthansa,CGP,"Shah Amanat International Airport, Chittagong",DEL,"Indira Gandhi International Airport, Delhi",2025-06-03,2025-06-03,2.668898258,Direct,Boeing 787,Economy,Online Website,79303.0364,13895.45546,93198.49186,Hajj,87
Vistara,SPD,Saidpur Airport,JED,"King Abdulaziz International Airport, Jeddah",2025-05-29,2025-05-29,5.406218604,1 Stop,Airbus A350,Economy,Direct Booking,21767.54641,7265.131962,34839.21405,Regular,3
Cathay Pacific,CGP,"Shah Amanat International Airport, Chittagong",DXB,Dubai International Airport,2025-11-01,2025-11-02,3.891480024,Direct,Boeing 787,Business,Online Website,108046.4241,20206.96361,128253.3877,Regular,20
Saudia,CXB,Cox's Bazar Airport,CGP,"Shah Amanat International Airport, Chittagong",2026-01-19,2026-01-19,0.5,Direct,Airbus A320,Business,Travel Agency,9140.900395,200,9340.900395,Winter Holidays,41
US-Bangla Airlines,RJH,"Shah Makhdum Airport, Rajshahi",JED,"King Abdulaziz International Airport, Jeddah",2026-01-05,2026-01-05,5.723550315,1 Stop,Boeing 777,Economy,Direct Booking,44875.37965,10731.30695,55606.6866,Winter Holidays,11
IndiGo,BZL,Barisal Airport,CXB,Cox's Bazar Airport,2026-01-31,2026-01-31,0.742139559,Direct,Airbus A320,Economy,Online Website,2341.956052,200,2541.956052,Winter Holidays,46
Air Astra,RJH,"Shah Makhdum Airport, Rajshahi",SPD,Saidpur Airport,2026-01-18,2026-01-18,0.530398887,Direct,Airbus A320,Business,Direct Booking,10225.49588,200,10425.49588,Winter Holidays,38
Lufthansa,CGP,"Shah Amanat International Airport, Chittagong",CXB,Cox's Bazar Airport,2025-10-12,2025-10-12,0.5,Direct,Airbus A320,First Class,Travel Agency,12900.26247,200,13100.26247,Regular,48
Vistara,JSR,Jessore Airport,SIN,Singapore Changi Airport,2026-01-04,2026-01-05,3.14973507,Direct,Boeing 787,First Class,Online Website,204653.8958,36698.08437,241351.9802,Winter Holidays,43
US-Bangla Airlines,JSR,Jessore Airport,CGP,"Shah Amanat International Airport, Chittagong",2025-04-17,2025-04-17,1.05585633,Direct,Airbus A320,Business,Online Website,8241.205406,200,8441.205406,Regular,5
Vistara,RJH,"Shah Makhdum Airport, Rajshahi",KUL,Kuala Lumpur International Airport,2026-01-07,2026-01-07,3.408006823,Direct,Boeing 737,Economy,Direct Booking,52602.85508,13890.42826,66493.28334,Winter Holidays,75
US-Bangla Airlines,CXB,Cox's Bazar Airport,DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-05-29,2025-05-29,1.115624501,Direct,Airbus A320,Economy,Direct Booking,3142.956145,200,3342.956145,Regular,42
Etihad Airways,BZL,Barisal Airport,LHR,London Heathrow Airport,2025-07-18,2025-07-19,9.557351012,1 Stop,Airbus A350,Economy,Online Website,28531.38351,10279.70753,38811.09104,Regular,15
Saudia,JSR,Jessore Airport,KUL,Kuala Lumpur International Airport,2025-03-30,2025-03-30,2.779237689,Direct,Boeing 737,Economy,Travel Agency,10667.84085,7600.176128,18268.01698,Eid,74
Air Arabia,BZL,Barisal Airport,DXB,Dubai International Airport,2025-09-13,2025-09-14,4.255010941,Direct,Boeing 787,Economy,Online Website,49575.92095,11436.38814,61012.30909,Regular,38
Air Astra,CXB,Cox's Bazar Airport,JSR,Jessore Airport,2025-04-09,2025-04-09,1.10177264,Direct,Airbus A320,First Class,Direct Booking,9844.543948,200,10044.54395,Regular,58
Emirates,BZL,Barisal Airport,ZYL,"Osmani International Airport, Sylhet",2025-03-16,2025-03-16,0.971857642,Direct,Airbus A320,Business,Online Website,5013.952751,200,6256.743301,Regular,4
IndiGo,CGP,"Shah Amanat International Airport, Chittagong",DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-11-21,2025-11-21,0.74977819,Direct,Airbus A320,First Class,Direct Booking,9033.899279,200,9233.899279,Regular,73
Saudia,CGP,"Shah Amanat International Airport, Chittagong",BKK,"Suvarnabhumi Airport, Bangkok",2025-05-27,2025-05-27,2.352574624,1 Stop,Boeing 787,Business,Travel Agency,28883.52477,10332.52872,39216.05348,Regular,42
Air Astra,RJH,"Shah Makhdum Airport, Rajshahi",IST,Istanbul Airport,2025-04-14,2025-04-14,6.626717092,2 Stops,Boeing 777,Business,Online Website,43463.01478,10519.45222,53982.46699,Regular,82
Vistara,DAC,"Hazrat Shahjalal International Airport, Dhaka",CXB,Cox's Bazar Airport,2025-12-11,2025-12-11,0.971314634,Direct,Airbus A320,Economy,Online Website,3253.331373,200,3453.331373,Winter Holidays,69
IndiGo,RJH,"Shah Makhdum Airport, Rajshahi",JSR,Jessore Airport,2025-03-30,2025-03-30,0.518136261,Direct,Airbus A320,First Class,Direct Booking,13646.68182,200,13846.68182,Eid,49
Cathay Pacific,CGP,"Shah Amanat International Airport, Chittagong",YYZ,Toronto Pearson International Airport,2025-11-01,2025-11-02,14.9737182,2 Stops,Boeing 777,Economy,Travel Agency,34548.74512,11182.31177,45731.05689,Regular,19
Vistara,BZL,Barisal Airport,JED,"King Abdulaziz International Airport, Jeddah",2025-07-19,2025-07-19,6.382443118,1 Stop,Airbus A350,Business,Direct Booking,103263.3799,19489.50699,122752.8869,Regular,54
British Airways,JSR,Jessore Airport,IST,Istanbul Airport,2025-06-15,2025-06-15,6.883096147,1 Stop,Airbus A350,Business,Travel Agency,121402.2628,22210.33942,143612.6022,Regular,57
Air India,RJH,"Shah Makhdum Airport, Rajshahi",CXB,Cox's Bazar Airport,2025-05-11,2025-05-11,1.546514233,Direct,Airbus A320,Economy,Travel Agency,3559.440951,200,3759.440951,Regular,67
Turkish Airlines,ZYL,"Osmani International Airport, Sylhet",SPD,Saidpur Airport,2026-03-26,2026-03-26,1.081178885,Direct,Airbus A320,Economy,Direct Booking,3012.805185,200,3212.805185,Regular,89
Air Astra,RJH,"Shah Makhdum Airport, Rajshahi",DEL,"Indira Gandhi International Airport, Delhi",2025-06-09,2025-06-10,2.101255192,1 Stop,Boeing 737,Business,Online Website,37647.60439,7647.140658,45294.74504,Regular,68
US-Bangla Airlines,JSR,Jessore Airport,DEL,"Indira Gandhi International Airport, Delhi",2025-05-17,2025-05-17,2.080680933,Direct,Boeing 787,Economy,Direct Booking,45244.86711,8786.730066,54031.59717,Regular,76
Gulf Air,DAC,"Hazrat Shahjalal International Airport, Dhaka",KUL,Kuala Lumpur International Airport,2025-06-28,2025-06-28,2.80381275,Direct,Boeing 787,Business,Travel Agency,83066.63732,18459.9956,101526.6329,Regular,80
SriLankan Airlines,ZYL,"Osmani International Airport, Sylhet",SPD,Saidpur Airport,2026-02-21,2026-02-21,1.04494534,Direct,Airbus A320,Business,Direct Booking,5526.124445,200,5726.124445,Winter Holidays,76
Air Astra,DAC,"Hazrat Shahjalal International Airport, Dhaka",BKK,"Suvarnabhumi Airport, Bangkok",2025-10-13,2025-10-14,2.582503063,Direct,Boeing 787,Economy,Online Website,60894.70658,15134.20599,76028.91257,Regular,11
AirAsia,JSR,Jessore Airport,SIN,Singapore Changi Airport,2025-07-05,2025-07-05,3.288237076,Direct,Boeing 787,First Class,Online Website,183518.0217,33527.70325,260454.8699,Regular,1
Lufthansa,DAC,"Hazrat Shahjalal International Airport, Dhaka",DXB,Dubai International Airport,2025-04-29,2025-04-29,3.710315706,Direct,Boeing 737,Business,Travel Agency,97545.76797,18631.8652,116177.6332,Regular,47
US-Bangla Airlines,SPD,Saidpur Airport,DOH,"Hamad International Airport, Doha",2025-07-09,2025-07-09,4.22615825,Direct,Boeing 737,Business,Online Website,64186.91597,13628.03739,77814.95336,Regular,81
Saudia,BZL,Barisal Airport,CXB,Cox's Bazar Airport,2025-10-13,2025-10-13,0.697177087,Direct,Airbus A320,Business,Direct Booking,7581.015131,200,7781.015131,Regular,34
British Airways,BZL,Barisal Airport,JSR,Jessore Airport,2026-01-02,2026-01-02,0.5,Direct,Airbus A320,First Class,Direct Booking,13534.76175,200,13734.76175,Winter Holidays,67
Cathay Pacific,SPD,Saidpur Airport,JSR,Jessore Airport,2025-08-30,2025-08-30,1.034837459,Direct,Airbus A320,First Class,Travel Agency,9265.661303,200,9465.661303,Regular,81
Gulf Air,CGP,"Shah Amanat International Airport, Chittagong",IST,Istanbul Airport,2026-01-08,2026-01-09,7.251665961,2 Stops,Airbus A350,Economy,Direct Booking,44735.82963,10710.37445,55446.20408,Winter Holidays,64
Singapore Airlines,CGP,"Shah Amanat International Airport, Chittagong",DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-09-03,2025-09-03,0.701893672,Direct,Airbus A320,First Class,Travel Agency,9336.18634,200,9536.18634,Regular,56
Thai Airways,BZL,Barisal Airport,JFK,"John F. Kennedy International Airport, New York",2025-07-15,2025-07-16,13.80387548,1 Stop,Airbus A350,Business,Travel Agency,94307.53997,20146.131,114453.671,Regular,72
British Airways,SPD,Saidpur Airport,JFK,"John F. Kennedy International Airport, New York",2025-11-29,2025-11-29,12.93861526,1 Stop,Boeing 777,Business,Travel Agency,91388.96049,19708.34407,111097.3046,Regular,54
Turkish Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",RJH,"Shah Makhdum Airport, Rajshahi",2025-11-23,2025-11-23,0.588088263,Direct,Airbus A320,Business,Online Website,4707.347873,200,4907.347873,Regular,69
Emirates,ZYL,"Osmani International Airport, Sylhet",KUL,Kuala Lumpur International Airport,2025-07-14,2025-07-15,2.960986692,1 Stop,Boeing 737,Business,Online Website,94642.08623,20196.31293,114838.3992,Regular,67
British Airways,SPD,Saidpur Airport,ZYL,"Osmani International Airport, Sylhet",2026-01-03,2026-01-03,0.960013198,Direct,Airbus A320,First Class,Direct Booking,15135.68937,200,15335.68937,Winter Holidays,13
AirAsia,JSR,Jessore Airport,DXB,Dubai International Airport,2026-03-07,2026-03-07,4.033291397,Direct,Boeing 787,Economy,Online Website,16864.75303,6529.712954,23394.46598,Regular,68
Air India,DAC,"Hazrat Shahjalal International Airport, Dhaka",YYZ,Toronto Pearson International Airport,2025-11-03,2025-11-04,14.69655695,1 Stop,Boeing 777,First Class,Travel Agency,231675.8464,40751.37696,272427.2234,Regular,82
FlyDubai,RJH,"Shah Makhdum Airport, Rajshahi",ZYL,"Osmani International Airport, Sylhet",2025-08-16,2025-08-16,1.188740454,Direct,Airbus A320,First Class,Travel Agency,10921.21626,200,11121.21626,Regular,53
